school_name,state,county,city,zip_code,students,teachers_fte,student_teacher_ratio,religion_code,school_level_code
MORNING STAR ACADEMY,TX,fannin,Bonham,75418,11,2.0,5.5,2,1
PALM TREE ACADEMY,TX,el paso,El Paso,79912,22,8.4,2.619047619,2,1
PRIMROSE SCHOOL OF WEST CINCO RANCH,TX,fort bend,Katy,77494,20,2.9,6.8965517241,3,1
QALAM COLLEGIATE ACADEMY,TX,dallas,Richardson,75081,88,13.3,6.6165413534,2,2
REDEEMER CHILDHOOD LEARNING CENTER,TX,eastland,Cisco,76437,9,3.1,2.9032258065,2,1
REGENTS ACADEMY,TX,nacogdoches,Nacogdoches,75961,151,16.0,9.4375,2,3
JUAN DIEGO ACADEMY,TX,hidalgo,Mission,78573,94,9.4,10.0,1,2
SMALL STEPS NURTURING CENTER - JENSEN,TX,harris,Houston,77026,28,5.0,5.6,3,1
SOLID ROCK CHRISTIAN ACADEMY,TX,jefferson,Beaumont,77702,110,3.8,28.947368421,2,3
ST JOHN BOSCO SCHOOL,TX,bexar,San Antonio,78237,180,12.0,15.0,1,1
ST MICHAEL CATHOLIC SCHOOL - HOUSTON,TX,harris,Houston,77056,435,35.0,12.428571429,1,1
SYCAMORE ACADEMY,TX,johnson,Keene,76059,159,8.1,19.62962963,3,3
THE CONNECTION SCHOOL OF HOUSTON,TX,harris,Cypress,77433,161,25.5,6.3137254902,2,3
THE GODDARD SCHOOL OF ALLEN,TX,collin,Allen,75002,51,1.0,51.0,3,1
KENLEY SCHOOL,TX,taylor,Abilene,79605,39,5.0,7.8,3,1
THE KIPLING SCHOOL,TX,harris,Houston,77007,203,19.0,10.684210526,3,1
SHARP ACADEMY,TX,lubbock,Lubbock,79423,43,11.0,3.9090909091,3,3
262866927,TX,victoria,Victoria,77901,50,7.6,6.5789473684,3,3
THE WOODLANDS METHODIST SCHOOL,TX,montgomery,The Woodlands,77380,227,20.1,11.293532338,2,1
TORAH ACADEMY OF SAN ANTONIO,TX,bexar,San Antonio,78230,46,7.0,6.5714285714,2,1
TORAH GIRLS ACADEMY OF TEXAS,TX,harris,Houston,77071,34,9.8,3.4693877551,2,2
TRUE CROSS CATHOLTIC SCHOOL - DICKINSON,TX,galveston,Dickinson,77539,93,17.9,5.1955307263,1,1
UPWARD HOPE ACADEMY,TX,galveston,Galveston,77552,67,4.0,16.75,3,2
VAL VERDE CHRISTIAN ACADEMY,TX,jefferson,Groves,77619,51,7.1,7.1830985915,2,3
WESTERN HILLS ACADEMY,TX,el paso,El Paso,79912,44,4.3,10.23255814,3,1
ADVANCED PREPARATORY INTERNATIONAL,TX,dallas,Dallas,75232,55,5.0,11.0,3,2
RADIANT STEM ACADEMY,TX,dallas,Irving,75038,245,23.8,10.294117647,2,3
WESLEY PREP,TX,dallas,Dallas,75220,243,64.1,3.7909516381,2,1
SOLID ROCK CHRISTIAN ACADEMY,TX,nueces,Corpus Christi,78411,13,4.0,3.25,2,3
ALLIANCE CHRISTIAN ACADEMY,TX,tarrant,Fort Worth,76177,202,29.3,6.8941979522,2,3
ARCADIA FIRST BAPTIST CHRISTIAN SCHOOL,TX,galveston,Santa Fe,77517,142,12.6,11.26984127,2,3
CENTER FOR TEACHING & LEARNING,TX,harris,The Woodlands,77393,63,7.3,8.6301369863,3,3
CENTER FOR TEACHING AND LEARNING,TX,harris,Tomball,77375,60,6.4,9.375,3,3
CHASE'S PLACE,TX,dallas,Richardson,75080,17,5.1,3.3333333333,3,3
COGGIN MEMORIAL SCHOOL,TX,nueces,Corpus Christi,78414,10,1.0,10.0,2,1
CORAM DEO ACADEMY,TX,dallas,Dallas,75240,274,25.0,10.96,2,3
FAITH CHRISTIAN ACADEMY,TX,wharton,Wharton,77488,35,12.3,2.8455284553,2,3
FORTIS ACADEMY,TX,williamson,Liberty Hill,78642,267,9.1,29.340659341,2,3
FOUNDATION PREPARATORY ACADEMY,TX,brazoria,Lake Jackson,77566,46,11.9,3.8655462185,2,3
HERITAGE CHRISTIAN ACADEMY,TX,tarrant,Haslet,76052,166,13.6,12.205882353,2,3
HOLY CROSS CHRISTIAN ACADEMY,TX,johnson,Burleson,76097,174,16.4,10.609756098,2,1
KIDS R KIDS #46 TX,TX,fort bend,Katy,77494,12,1.0,12.0,3,1
KIDS R KIDS NO. 25 SUGARLAND,TX,fort bend,Sugar Land,77498,6,1.9,3.1578947368,3,1
KIDS R KIDS SUGAR LAND #25 TX,TX,fort bend,Sugar Land,77498,6,1.6,3.75,3,1
LIVING ROCK ACADEMY,TX,comal,Bulverde,78163,148,22.8,6.4912280702,2,3
MONTESSORI MASTERY SCHOOL OF ODESSA,TX,ector,Odessa,79761,113,6.3,17.936507937,3,3
MY DREAMS ACADEMY,TX,tarrant,Fort Worth,76111,50,2.0,25.0,3,2
NAZARENE CHRISTIAN ACADEMY BIG SPRING,TX,howard,Big Spring,79720,21,3.6,5.8333333333,2,1
OUR LADY OF GRACE CATHOLIC SCHOOL,TX,atascosa,Pleasanton,78064,53,9.0,5.8888888889,1,1
PRESTON HOLLOW PRESBYTERIAN SCHOOL,TX,dallas,Dallas,75230,124,23.6,5.2542372881,3,1
PRESTONWOOD CHRISTIAN ACADEMY OF PROSPER,TX,collin,Prosper,75078,309,38.3,8.0678851175,2,3
PRIMROSE OF CONROE,TX,montgomery,Conroe,77304,90,3.0,30.0,3,1
PRIMROSE OF PRESTONWOOD,TX,dallas,Dallas,75248,20,35.0,0.5714285714,3,1
PRIMROSE SCHOOL AT FALL CREEK,TX,harris,Humble,77396,19,1.0,19.0,3,1
PRIMROSE SCHOOL OF KINGWOOD,TX,harris,Kingwood,77339,12,1.0,12.0,3,1
PROMISE ACADEMY,TX,smith,Tyler,75702,68,9.3,7.311827957,2,1
RADIANT STEM ACADEMY,TX,dallas,Irving,75038,242,23.3,10.386266094,2,3
LEAF SPRING SCHOOL AT SONTERRA,TX,bexar,San Antonio,78258,12,1.0,12.0,3,1
RIVERTREE ACADEMY,TX,tarrant,Fort Worth,76107,66,7.4,8.9189189189,2,1
SALAM ACADEMY,TX,dallas,Richardson,75081,145,15.6,9.2948717949,2,3
ST JOSEPH CATHOLIC SCHOOL - ELEMENTARY CAMPUS,TX,brazos,Bryan,77803,149,17.9,8.3240223464,1,1
ST PAULS EPISCOPAL MONTESSORI SCHOOL,TX,bexar,San Antonio,78208,65,5.9,11.016949153,2,1
CRESTMONT CHRISTIAN PREPARATORY SCHOOL,TX,kendall,Boerne,78006,145,20.1,7.2139303483,2,3
TEXAS TORAH INSTITUTE,TX,collin,Dallas,75252,41,7.5,5.4666666667,2,2
THE GODDARD SCHOOL   CEDAR PARK,TX,williamson,Cedar Park,78613,17,2.0,8.5,3,1
WEATHERFORD CHRISTIAN SCHOOL,TX,parker,Weatherford,76088,339,30.8,11.006493506,2,3
WILLIAMS COMMUNITY SCHOOL,TX,travis,Austin,78727,50,8.0,6.25,3,1
BEREAN CHRISTIAN ACADEMY,TX,fort bend,Katy,77494,605,20.4,29.656862745,2,3
BETHESDA CHRISTIAN ACADEMY,TX,el paso,El Paso,79927,39,3.8,10.263157895,2,3
FUSION ACADEMY AUS: AUSTIN,TX,travis,Austin,78746,82,30.8,2.6623376623,3,2
FUSION ACADEMY HS1: HOUSTON GALLERIA,TX,harris,Houston,77056,47,21.3,2.20657277,3,2
FUSION ACADEMY SLK: SOUTHLAKE,TX,tarrant,Southlake,76092,44,23.5,1.8723404255,3,2
FUSION ACADEMY SUG: SUGAR LAND,TX,fort bend,Sugar Land,77479,40,11.0,3.6363636364,3,2
HYDE PARK SCHOOLS,TX,travis,Austin,78759,747,70.0,10.671428571,2,3
ST PAUL'S EPISCOPAL MONTESSORI SCHOOL,TX,bexar,San Antonio,78208,40,7.9,5.0632911392,2,1
THE HUB HOUSTON INC.,TX,harris,Houston,77080,25,6.6,3.7878787879,3,2
THE MOMENTUM ACADEMY,TX,harris,Webster,77598,23,4.5,5.1111111111,2,2
WHOLESOME GENERATION,TX,travis,Austin,78758,34,5.0,6.8,3,1
ABUNDANT LIFE CHRISTIAN SCHOOL,TX,galveston,Lamarque,77568,92,14.0,6.5714285714,2,3
THE SAINT TIMOTHY SCHOOL,TX,dallas,Dallas,75205,48,8.0,6.0,2,3
ABILENE JUNIOR ACADEMY,TX,taylor,Abilene,79601,7,1.0,7.0,2,1
ALL SAINTS EPISCOPAL DAY SCHOOL AUSTIN,TX,travis,Austin,78705,8,3.0,2.6666666667,2,1
ALL SAINTS EPISCOPAL SCHOOL LUBBOCK,TX,lubbock,Lubbock,79423,374,61.4,6.0912052117,2,3
AMEEN ACADEMY,TX,collin,Plano,75023,60,8.3,7.2289156627,2,1
APPLE BEE MATH AND SCIENCE ACADEMY,TX,webb,Laredo,78041,42,3.0,14.0,3,1
ASBURY METHODIST DAY SCHOOL,TX,harris,Pasadena,77505,4,1.0,4.0,2,1
BAIS MENACHEM HEBREW ACADEMY,TX,travis,Austin,78759,18,7.4,2.4324324324,2,1
BEAR VALLEY ACADEMY,TX,tarrant,Colleyville,76034,14,1.9,7.3684210526,2,1
BLESSED HOPE ACADEMY,TX,bexar,San Antonio,78230,41,3.6,11.388888889,2,2
BRIDGEMARK CENTER FOR LEARNING,TX,smith,Tyler,75703,99,13.4,7.3880597015,3,3
BUCKNER FANNING SCHOOL AT MISSION SPRINGS,TX,bexar,San Antonio,78258,90,18.4,4.8913043478,2,1
CHRYSALIS SCHOOL,TX,liberty,Liberty,77575,22,6.0,3.6666666667,2,3
CITADEL CHRISTIAN SCHOOL,TX,washington,Brenham,77833,41,7.8,5.2564102564,2,3
CONGREGATION BETH ISRAEL,TX,harris,Houston,77096,200,30.0,6.6666666667,2,1
CORNERSTONE CHRISTIAN SCHOOL,TX,nolan,Sweetwater,79556,28,4.6,6.0869565217,2,1
CORNERSTONE CHRISTIAN SCHOOLS,TX,bexar,San Antonio,78257,1548,102.0,15.176470588,2,3
JOSHUA 1:9 LEARNING CENTER,TX,montgomery,Porter,77365,82,11.0,7.4545454545,2,1
CROSS POINT PRESCHOOL KATY,TX,harris,Katy,77450,17,3.8,4.4736842105,2,1
DR. R. W. GOINES STEM ACADEMY,TX,tarrant,Arlington,76018,55,14.3,3.8461538462,2,2
EPIPHANY OF THE LORD CATHOLIC SCHOOL,TX,harris,Katy,77450,271,23.5,11.531914894,1,1
FAITH ACADEMY,TX,victoria,Victoria,77904,241,14.0,17.214285714,2,3
FAITH LUTHERAN HIGH SCHOOL OF CENTRAL TEXAS,TX,fayette,Warda,78960,17,4.5,3.7777777778,2,2
FIRST BAPTIST CHRISTIAN SCHOOL MARBLE FALLS,TX,burnet,Marble Falls,78654,69,9.6,7.1875,2,1
GRAND OAK ACADEMY,TX,harris,Houston,77062,26,5.0,5.2,3,1
HOLY CROSS SCHOOL - BAY CITY,TX,matagorda,Bay City,77414,47,10.4,4.5192307692,1,1
IN THE PRESENCE OF GOD CORAM DEO CLASSICAL ACADEMY,TX,cameron,Brownsville,78520,20,4.6,4.347826087,2,3
KEYSTONE SCHOOL,TX,bexar,San Antonio,78212,443,52.0,8.5192307692,3,3
KIDS R KIDS #12 TX,TX,fort bend,Missouri City,77459,7,1.6,4.375,3,3
KIDS R KIDS NO. 57 LIBERTY FIELD,TX,bexar,San Antonio,78254,9,1.0,9.0,3,1
KINGDOM COUNTRY ACADEMY,TX,collin,Van Alstyne,75495,100,9.0,11.111111111,2,3
KOAN SCHOOL,TX,denton,Denton,76202,125,7.9,15.82278481,3,3
LAKE TRAVIS STEM ACADEMY,TX,williamson,Cedar Park,78613,46,7.6,6.0526315789,3,3
LAKE TRAVIS STEM ACADEMY,TX,williamson,Cedar Park,78613,51,9.0,5.6666666667,3,3
LONG-VIEW MICRO SCHOOL,TX,travis,Austin,78705,75,12.5,6.0,3,1
MACEDONIAN CHRISTIAN ACADEMY,TX,hidalgo,Alamo,78516,201,23.1,8.7012987013,2,3
MARIGOLD LEARNING ACADEMY,TX,rockwall,Rockwall,75087,27,23.9,1.129707113,3,1
MONTGOMERY CHRISTIAN ACADEMY,TX,montgomery,Montgomery,77316,81,10.8,7.5,2,1
MOUNTAIN WEST MONTESSORI,TX,el paso,El Paso,79922,92,20.4,4.5098039216,3,1
NEW HOPE CHRISTIAN ACADEMY,TX,collin,Plano,75074,43,12.0,3.5833333333,2,1
NOBIS PACEM,TX,bexar,San Antonio,78258,1420,45.0,31.555555556,1,3
OAKWELL ACADEMY,TX,brazos,College Station,77842,122,8.6,14.186046512,2,3
PORTER CHRISTIAN ACADEMY,TX,montgomery,Porter,77365,65,8.1,8.024691358,2,3
THE POST OAK SCHOOL,TX,harris,Bellaire,77401,465,44.0,10.568181818,3,3
PRIMROSE SCHOOL OF ALAMO RANCH,TX,bexar,San Antonio,78253,11,1.0,11.0,3,1
PRIMROSE SCHOOL OF COLLEGE STATION,TX,brazos,College Station,77845,5,1.4,3.5714285714,3,1
PRIMROSE SCHOOL OF COPPELL,TX,dallas,Coppell,75019,22,2.0,11.0,3,1
PROVIDENCE PREPARATORY SCHOOL,TX,bell,Belton,76513,353,51.6,6.8410852713,2,3
RED COMET,TX,collin,Frisco,75035,1297,75.0,17.293333333,3,3
RUNNELS ACADEMY,TX,howard,Big Spring,79720,66,10.8,6.1111111111,2,3
SHADY OAK CHRISTIAN SCHOOL,TX,fort bend,Richmond,77469,18,1.0,18.0,2,1
SHADY OAK PRIMARY SCHOOL,TX,fort bend,Richmond,77469,46,4.8,9.5833333333,2,1
ST JOHN LUTHERAN PRESCHOOL KINDER/BRIDGE,TX,hamilton,Hamilton,76531,5,1.0,5.0,2,1
ST JOHN BERCHMANS SCHOOL,TX,bexar,San Antonio,78226,92,9.6,9.5833333333,1,1
THE ACADEMY AT CHURCH ELEVEN32,TX,collin,Allen,75002,55,5.4,10.185185185,2,1
THE EINSTEIN SCHOOL OF PLANO,TX,collin,Plano,75093,187,27.9,6.7025089606,3,2
THE HIGHLANDS SCHOOL,TX,dallas,Irving,75062,277,22.3,12.421524664,1,3
THE OAKRIDGE SCHOOL,TX,tarrant,Arlington,76013,631,90.0,7.0111111111,3,3
THE WILLIAMS SCHOOL DBA HOMESCHOOL ACADEMY,TX,fort bend,Missouri City,77459,15,3.0,5.0,3,3
UR POWERS KIDS,TX,dallas,Dallas,75207,41,7.0,5.8571428571,2,1
UVALDE CLASSICAL ACADEMY,TX,uvalde,Uvalde,78801,97,15.3,6.339869281,2,3
VALOR PREPARATORY ACADEMY,TX,mclennan,Waco,76710,284,32.1,8.8473520249,2,3
VAN HOUSTON ACADEMY,TX,harris,Houston,77083,74,9.3,7.9569892473,3,3
VERITAS ACADEMY,TX,collin,Wylie,75098,42,5.1,8.2352941176,2,1
VILLA DI MARIA MONTESSORI SCHOOL,TX,fort bend,Sugar Land,77478,7,3.0,2.3333333333,3,1
WHOLE LIFE LEARNING CENTER,TX,travis,Austin,78748,62,5.5,11.272727273,3,1
WIND ROSE ACADEMY,TX,collin,Plano,75075,35,10.1,3.4653465347,3,3
ACUTE CHILDRENS MONTESSORI ACADEMY,TX,smith,Tyler,75701,15,2.0,7.5,3,1
BAKERS PREP SCHOOL,TX,fort bend,Stafford,77477,47,2.0,23.5,2,1
BRIGHT LEARNERS ACADEMY,TX,brazoria,Pearland,77584,13,5.0,2.6,3,1
BROWNS EARLY DISCOVERY  SCHOOL,TX,dallas,Duncanville,75137,26,7.3,3.5616438356,3,1
C FC BILINGUAL ACADEMY,TX,fort bend,Sugar Land,77478,31,6.5,4.7692307692,2,1
CALVARY CHILDHOOD EDUCATION MINISTRY,TX,galveston,Texas City,77590,15,2.0,7.5,2,1
CARE CHILD DEVELOPMENT CENTER,TX,dallas,Richardson,75081,6,1.0,6.0,2,1
CAROLINE SCHOOL/EASTER SEALS CHILDRENS THERAPY,TX,harris,Houston,77081,20,5.0,4.0,3,3
CHAMPIONS CHRISTIAN ACADEMY,TX,webb,Laredo,78041,100,10.0,10.0,2,3
CHILDRENS BUILDING BLOCKS,TX,harris,Tomball,77375,35,4.0,8.75,3,1
THE CHILDRENS MONTESSORI CENTER,TX,ellis,Waxahachie,75165,13,1.9,6.8421052632,3,1
CHRIST CHURCH SCHOOL,TX,fort bend,Sugar Land,77479,20,2.3,8.6956521739,2,1
COKER EARLY LEARNING CENTER,TX,bexar,San Antonio,78216,23,2.0,11.5,2,1
COVENANT PRESBYTERIAN DAY SCHOOL,TX,brazos,College Station,77845,14,2.9,4.8275862069,2,1
CREATIVE CORNERS SCHOOL,TX,galveston,League City,77573,7,1.0,7.0,2,1
CREEKWOOD SCHOOL,TX,denton,Little Elm,75068,19,9.6,1.9791666667,3,1
CROSSROADS SCHOOL,TX,ector,Odessa,79762,5,1.0,5.0,2,1
CUSTER ROAD CHRISTIAN DAY SCHOOL,TX,collin,Plano,75023,58,5.0,11.6,2,1
DISCOVERY DAYS,TX,collin,Allen,75002,12,2.0,6.0,2,1
DISCOVERY MONTESSORI ACADEMY,TX,collin,Plano,75075,11,1.3,8.4615384615,3,1
"DISCOVERY SCHOOL OF SAN ANTONIO, INC",TX,bexar,San Antonio,78201,33,8.6,3.8372093023,3,1
EDEN LEARNING CENTER LLC.,TX,maverick,Eagle Pass,78852,9,1.0,9.0,3,1
ESCUELA MONTESSORI DEL VALLE,TX,el paso,El Paso,79922,36,4.0,9.0,3,1
FIRST BAPTIST CHURCH WEEKDAY EDUCATION,TX,williamson,Georgetown,78628,14,0.6,23.333333333,2,1
FIRST BAPTIST LEARNING CENTER,TX,collin,Mckinney,75069,20,1.8,11.111111111,2,1
FIRST COLONY MONTESSORI SOUTH,TX,fort bend,Sugar Land,77479,28,12.1,2.3140495868,3,1
FLYING COLORS LEARNING CENTER NO 3,TX,el paso,El Paso,79912,59,15.9,3.7106918239,3,1
GERMAN INTERNATIONAL SCHOOL OF DALLAS,TX,dallas,Farmers Branch,75234,24,3.6,6.6666666667,3,1
JOHNSONS DAYCARE AND LEARNING CENTER,TX,webb,Laredo,78045,20,2.0,10.0,3,1
GREAT OAK SCHOOL,TX,harris,Tomball,77375,93,13.4,6.9402985075,3,1
GREATER LOVE LEARNING ACADEMY LLC,TX,bell,Killeen,76549,12,2.0,6.0,2,1
GREENGATE ACADEMY INC,TX,harris,Spring,77379,10,1.0,10.0,3,1
GUIDEPOST MONTESSORI TIMBER RIDGE,TX,denton,Frisco,75034,3,3.0,1.0,3,1
HOLY COVENANT EARLY CHILDHOOD DEVELOPMENT PROGRAM,TX,denton,Carrollton,75007,5,4.1,1.2195121951,2,1
JEWISH COMMUNITY PRESCHOOL,TX,nueces,Corpus Christi,78411,36,4.0,9.0,2,1
JORDAN INTERNATIONAL MONTESSORI SCHOOL,TX,travis,Austin,78726,19,3.3,5.7575757576,3,1
KIDS LEARNING CENTER,TX,hidalgo,Edinburg,78539,7,1.9,3.6842105263,3,1
KIDS R KIDS #58,TX,denton,Carrollton,75010,13,1.6,8.125,3,1
KLEIN WEEKDAY MINISTRIES,TX,harris,Spring,77388,10,22.0,0.4545454545,2,1
LAKE CONROE CHRISTIAN ACADEMY,TX,montgomery,Conroe,77304,40,5.0,8.0,2,1
LAVALETTE INTERNATIONAL MONTESSORI INSTITUTE LLC,TX,hidalgo,Mission,78572,1,6.0,0.1666666667,3,1
LEARNING TREE CHILDRENS ACADEMY,TX,lubbock,Lubbock,79424,17,2.0,8.5,2,1
LEWISVILLE CHRISTIAN SCHOOL,TX,denton,Lewisville,75067,22,2.9,7.5862068966,2,1
LITTLE LIONS LEARNING ACADEMY,TX,bexar,San Antonio,78253,45,7.1,6.338028169,3,1
LOS AMIGUITOS,TX,travis,Austin,78721,8,1.6,5.0,3,1
LUPINE LANE,TX,travis,Austin,78738,32,14.0,2.2857142857,3,1
MARVELOUSLY MADE - THE SCHOOL FOR YOUNG CHILDREN,TX,bexar,Helotes,78023,76,6.1,12.459016393,2,1
MEADOWBROOK SCHOOL,TX,dallas,Dallas,75220,13,2.4,5.4166666667,3,1
METHODIST CHILDRENS PROGRAM,TX,brazoria,Pearland,77581,22,8.0,2.75,2,1
METHODIST DAY SCHOOL,TX,montgomery,Conroe,77304,15,1.0,15.0,2,1
METHODIST DAY SCHOOL,TX,victoria,Victoria,77901,97,1.6,60.625,2,1
MONA MONTESSORI ACADEMY,TX,dallas,Carrollton,75006,12,2.0,6.0,3,1
MONTESSORI SCHOOL INTERNATIONAL,TX,bexar,San Antonio,78229,5,1.0,5.0,3,1
MONTESSORI SCHOOL OF SUGAR LAND SIENNA,TX,fort bend,Missouri City,77459,7,3.5,2.0,3,1
MRS. OS AT AGAPE,TX,lubbock,Lubbock,79416,22,3.3,6.6666666667,3,1
NEW WORLD UNITED METHODIST DCC,TX,dallas,Garland,75043,31,3.0,10.333333333,3,1
OAK BROOK SCHOOL ALLEN,TX,collin,Allen,75002,45,6.0,7.5,3,1
OAK TREE ACADEMY,TX,smith,Tyler,75703,5,1.0,5.0,3,1
PATHWAYS SCHOOL AT DSUMC,TX,hays,Dripping Springs,78620,15,2.0,7.5,2,1
PINNACLE MONTESSORI ACADEMY OF ALAMO RANCH,TX,bexar,San Antonio,78253,19,2.6,7.3076923077,3,1
PINNACLE MONTESSORI OF FRISCO,TX,collin,Frisco,75034,10,2.0,5.0,3,1
PRESBYTERIAN CHILDRENS CENTER,TX,gregg,Longview,75601,6,1.0,6.0,2,3
PRESTON ABC DAY SCHOOL,TX,collin,Plano,75024,20,3.0,6.6666666667,3,1
PRIMROSE  SCHOOL OF RICHARDSON,TX,dallas,Richardson,75080,4,1.0,4.0,3,1
PRIMROSE SCHOOL OF BRECKINRIDGE PARK,TX,collin,Richardson,75082,26,3.0,8.6666666667,3,1
PRIMROSE SCHOOL OF CRYSTAL FALLS,TX,williamson,Leander,78641,13,1.0,13.0,3,1
PRIMROSE SCHOOL OF DRIPPING SPRINGS,TX,hays,Dripping Springs,78620,18,2.0,9.0,3,1
PRIMROSE SCHOOL OF EAST ALLEN,TX,collin,Allen,75002,10,1.0,10.0,3,1
PRIMROSE SCHOOL OF FRISCO AT MAIN AND TEEL,TX,denton,Frisco,75033,14,2.0,7.0,3,1
PRIMROSE SCHOOL OF HARMONY,TX,montgomery,Spring,77386,14,2.0,7.0,3,1
PRIMROSE SCHOOL OF THE WOODLANDS AT CREEKSIDE PARK,TX,harris,The Woodlands,77389,18,2.0,9.0,3,1
PRIMROSE SCHOOL OF WESTLAKE AT ENTRADA,TX,tarrant,Westlake,76262,25,3.0,8.3333333333,3,1
READING FRIENDS,TX,tarrant,Keller,76248,21,2.3,9.1304347826,3,1
REDEEMERS LEARNING CENTER,TX,harris,Katy,77493,15,9.0,1.6666666667,2,1
SAFARI KIDS LEARNING CENTER,TX,harris,Katy,77494,10,16.0,0.625,3,1
SCHOOL FOR LITTLE CHILDREN,TX,gregg,Longview,75601,33,6.6,5.0,2,1
SIERRA VISTA CHILD DEVELOPMENT CENTER,TX,tom green,San Angelo,76904,13,15.6,0.8333333333,2,1
SOUTHLAKE EARLY CARE AND EDUCATION,TX,tarrant,Keller,76248,13,1.0,13.0,3,1
SPANISH SCHOOLHOUSE,TX,tarrant,Southlake,76092,17,18.6,0.9139784946,3,1
SPANISH SCHOOLHOUSE,TX,fort bend,Katy,77450,19,2.0,9.5,3,1
ST FRANCIS EPISCOPAL SCHOOL,TX,bell,Temple,76502,19,6.9,2.7536231884,2,1
STARWOOD ACADEMY OF FRISCO,TX,denton,Frisco,75034,116,36.9,3.1436314363,3,1
SUN COUNTRY MONTESSORI,TX,el paso,El Paso,79938,26,10.4,2.5,3,1
THE ACORN - A SCHOOL FOR YOUNG CHILDREN,TX,bexar,San Antonio,78209,18,3.0,6.0,3,1
THE ANCHOR EARLY LEARNING CENTER,TX,jefferson,Beaumont,77708,17,2.0,8.5,2,1
THE FIRST SCHOOL,TX,wharton,El Campo,77437,30,22.0,1.3636363636,2,1
THE LILYPAD GARDEN SCHOOL,TX,bexar,San Antonio,78259,14,1.1,12.727272727,3,1
THE PREP SCHOOL OF BEE CAVE,TX,travis,Austin,78738,46,7.0,6.5714285714,3,1
THE PREPARATORY SCHOOL OF DRIPPING SPRINGS,TX,hays,Austin,78737,18,2.0,9.0,3,1
TRADITIONS MONTESSORI SCHOOL,TX,brazos,College Station,77845,38,8.5,4.4705882353,3,1
TRAIN-UP A CHILD LEARNING CENTER / NURSERY,TX,bexar,San Antonio,78245,6,5.0,1.2,2,1
TRINITY LEARNING CENTER,TX,denton,Denton,76205,8,1.0,8.0,2,1
TRUE KNIGHT ACADEMY,TX,fort bend,Sugar Land,77478,10,2.0,5.0,2,1
UNITED KIDZ ACADEMY SAN ANTONIO,TX,bexar,San Antonio,78251,4,2.0,2.0,2,1
UNIVERSITY PARK UMC WEEKDAY SCHOOL,TX,dallas,Dallas,75225,30,5.6,5.3571428571,2,1
UNIVERSITY UNITED METHODIST DAY SCHOOL,TX,bexar,San Antonio,78249,36,4.0,9.0,2,1
VINEYARD CHRISTIAN SCHOOL,TX,bexar,San Antonio,78248,95,11.0,8.6363636364,2,1
WEE CARE SCHOOL,TX,coryell,Copperas Cove,76522,7,1.1,6.3636363636,2,1
WEE LEARN CENTER,TX,gregg,Longview,75601,10,1.0,10.0,2,1
SUMMIT SCHOOL WACO,TX,mclennan,Waco,76701,60,8.8,6.8181818182,2,1
ALL NATIONS COMMUNITY SCHOOL,TX,montgomery,Oak Ridge North,77385,36,7.6,4.7368421053,2,3
ARBORCREEK MONTESSORI ACADEMY,TX,dallas,Dallas,75234,6,1.0,6.0,3,1
CRISTO REY FORT WORTH COLLEGE PREP,TX,tarrant,Fort Worth,76133,206,28.9,7.1280276817,1,2
